SHIPMENT_ID,SHIPMENT_DATE,ORDER_CREATED_TS_UTC,LAST_EVENT_TS_UTC,DELIVERED_TS_UTC,OFFICE_CODE,OFFICE_NAME,CITY,REGION,HUB_TYPE,CUSTOMER_CODE,CUSTOMER_NAME,CUSTOMER_SEGMENT,CUSTOMER_TYPE,PREFERRED_SERVICE_CODE,SERVICE_CODE,SERVICE_NAME,PRIORITY_LEVEL,SLA_HOURS,TEMPERATURE_CONTROL_FLAG,DEST_POSTAL_CODE,DEST_CITY,DEST_REGION,ROUTE_CODE,CARRIER_MODE,WEIGHT_KG,WEIGHT_BAND_RAW,BASE_PRICE_EUR,FUEL_SURCHARGE_EUR,TOTAL_PRICE_EUR,DELIVERY_STATUS,ATTEMPT_COUNT,SOURCE_SYSTEM,SOURCE_PLATFORM,SAP_DOCUMENT_NO,SNOWFLAKE_BATCH_ID,EXTRACT_TS_UTC,ZONE,LAT,LON
PC-2023-100011,2023-05-29,2023-05-29T17:00:00Z,2023-05-31T01:00:00Z,2023-06-01T10:00:00Z,MAD03,ParcelCraft Madrid Hub,Madrid,Centro,Urban Hub,CUST-226,Client_226,SMB,B2B,ECO,ECO,Economy,Low,72,True,12018,Castellón,Este,MAD03_Este,Van,5.7,5-10 kg,14.41,1.15,15.56,Delivered,1.0,SAP_S4,Snowflake,900011,SF_BATCH_PRO,2026-06-25T17:43:51.162135Z,Este,40.42524545140298,-3.6556115804042406
PC-2023-100278,2023-05-09,2023-05-09T09:00:00Z,2023-05-10T15:00:00Z,2023-05-11T21:00:00Z,PAM01,ParcelCraft Pamplona Hub,Pamplona,Noreste,Urban Hub,CUST-214,Client_214,SMB,B2B,STD,STD,Standard,Normal,48,False,43020,Tarragona,Este,PAM01_Este,Van,21.3,10+ kg,12.22,0.98,13.2,Delivered,1.0,SAP_S4,Snowflake,900012,SF_BATCH_PRO,2026-06-25T17:43:51.162153Z,Este,40.3946171203031,-3.6950572392775625
PC-2023-100013,2023-03-31,2023-03-31T06:00:00Z,2023-04-01T01:00:00Z,2023-04-01T21:00:00Z,MÁL02,ParcelCraft Málaga Hub,Málaga,Sur,Urban Hub,CUST-142,Client_142,SMB,B2B,STD,STD,Standard,Normal,48,False,8005,Barcelona,Este,MÁL02_Este,Van,7.7,,13.89,1.11,15.0,Delivered,2.0,SAP_S4,Snowflake,900013,SF_BATCH_PRO,2026-06-25T17:43:51.162171Z,Este,41.38577959939801,2.1657910250695487
PC-2023-100014,2023-05-29,2023-05-29T00:00:00Z,2023-05-30T22:00:00Z,2023-06-01T20:00:00Z,PAM03,ParcelCraft Pamplona Hub,Pamplona,Noreste,Urban Hub,CUST-174,Client_174,SMB,B2B,STD,STD,Standard,Normal,48,False,26008,Logroño,Noreste,PAM03_Noreste,Van,4.8,1-5 kg,7.58,0.61,8.19,Delivered,1.0,SAP_S4,Snowflake,900014,SF_BATCH_PRO,2026-06-25T17:43:51.162189Z,Noreste,40.44570987084797,-3.662001637949536
PC-2023-100015,2023-05-01,2023-05-01T21:00:00Z,2023-05-02T17:00:00Z,2023-05-03T14:00:00Z,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-262,Client_262,Enterprise,B2C,ECO,ECO,Economy,Low,72,False,29004,Málaga,Sur,BAR01_Sur,Van,5.6,5-10 kg,15.56,1.24,16.8,Delivered,1.0,SAP_S4,Snowflake,900015,SF_BATCH_PRO,2026-06-25T17:43:51.162207Z,Sur,40.3981243486255,-3.730187560930588
PC-2023-100016,2023-05-30,2023-05-30T03:00:00Z,2023-05-31T07:00:00Z,2023-06-01T12:00:00Z,CÁD03,ParcelCraft Cádiz Hub,Cádiz,Sur,Urban Hub,CUST-243,Client_243,SMB,B2C,STD,STD,Standard,Normal,48,False,31003,Pamplona,Noreste,CÁD03_Noreste,Van,7.2,5-10 kg,11.72,0.94,12.66,Delivered,,SAP_S4,Snowflake,900016,SF_BATCH_PRO,2026-06-25T17:43:51.162224Z,Noreste,40.413611521476135,-3.717154086619337
PC-2023-100418,2023-06-08,2023-06-08T09:00:00Z,2023-06-08T15:00:00Z,2023-06-08T21:00:00Z,GET01,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-123,Client_123,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,33017,Oviedo,Norte,GET01_Norte,Van,17.7,10+ kg,11.39,0.91,12.3,Delivered,3.0,SAP_S4,Snowflake,900017,SF_BATCH_PRO,2026-06-25T17:43:51.162242Z,Norte,40.44121002612196,-3.72282088543758
PC-2023-100018,2023-03-30,2023-03-30T11:00:00Z,2023-03-31T15:00:00Z,2023-04-01T20:00:00Z,MÓS02,ParcelCraft Móstoles Hub,Móstoles,Centro,Urban Hub,CUST-263,Client_263,Enterprise,B2B,ECO,ECO,Economy,Low,72,True,50020,Zaragoza,Noreste,MÓS02_Noreste,Van,17.6,10+ kg,12.46,1.0,13.46,Delivered,2.0,SAP_S4,Snowflake,900018,SF_BATCH_PRO,2026-06-25T17:43:51.162259Z,Noreste,41.60964366907803,-0.8959413660528797
PC-2023-100019,2023-03-23,2023-03-23T17:00:00Z,2023-03-23T22:00:00Z,,CÁD01,ParcelCraft Cádiz Hub,Cádiz,Sur,Urban Hub,CUST-218,Client_218,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,28902,Getafe,Centro,CÁD01_Centro,Van,18.0,10+ kg,14.56,1.16,15.72,Delivered,1.0,SAP_S4,Snowflake,900019,SF_BATCH_PRO,2026-06-25T17:43:51.162275Z,Centro,40.360794277496296,-3.664555312936417
PC-2023-100020,2023-06-12,2023-06-12T15:00:00Z,2023-06-14T13:00:00Z,,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-267,Client_267,Enterprise,B2B,ECO,ECO,Economy,Low,72,False,28931,Móstoles,Centro,BAR01_Centro,Van,4.5,1-5 kg,13.18,1.05,14.23,Returned,1.0,SAP_S4,Snowflake,900020,SF_BATCH_PRO,2026-06-25T17:43:51.162292Z,Centro,40.39989487434797,-3.727965252624815
PC-2023-100411,2023-02-27,2023-02-27T04:00:00Z,2023-02-28T00:00:00Z,2023-02-28T21:00:00Z,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-111,Client_111,Enterprise,B2C,ECO,ECO,Economy,Low,72,False,50012,Zaragoza,Noreste,BAR01_Noreste,Van,13.2,10+ kg,12.18,0.97,13.15,Delivered,1.0,SAP_S4,Snowflake,900021,SF_BATCH_PRO,2026-06-25T17:43:51.162310Z,Noreste,41.622833673670925,-0.8664612786270544
PC-2023-100022,2023-05-08,2023-05-08T07:00:00Z,2023-05-08T20:00:00Z,,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-240,Client_240,SMB,B2B,EXP,EXP,Express,High,24,False,46012,Valencia,Este,BAR01_Este,Van,5.2,5-10 kg,10.19,0.82,11.01,Delivered,3.0,SAP_S4,Snowflake,900022,SF_BATCH_PRO,2026-06-25T17:43:51.162327Z,Este,39.50497803497028,-0.3540334508581511
PC-2023-100023,2023-04-29,2023-04-29T02:00:00Z,2023-04-29T13:00:00Z,2023-04-30T01:00:00Z,LEG03,ParcelCraft Leganés Hub,Leganés,Centro,Urban Hub,CUST-241,Client_241,SMB,B2B,EXP,EXP,Express,High,24,False,28913,Leganés,Centro,LEG03_Centro,Van,10.7,10+ kg,11.15,0.89,12.04,Delivered,1.0,SAP_S4,Snowflake,900023,SF_BATCH_PRO,2026-06-25T17:43:51.162344Z,Centro,40.35834936527027,-3.730244131129475
PC-2023-100024,2023-05-11,2023-05-11T20:00:00Z,2023-05-13T01:00:00Z,2023-05-14T07:00:00Z,ALC03,ParcelCraft Alcobendas Hub,Alcobendas,Centro,Urban Hub,CUST-204,Client_204,Enterprise,B2B,STD,STD,Standard,Normal,48,False,12009,Castellón,Este,ALC03_Este,Van,19.9,10+ kg,13.87,1.11,14.98,Delivered,1.0,SAP_S4,Snowflake,900024,SF_BATCH_PRO,2026-06-25T17:43:51.162361Z,Este,40.406524837129055,-3.746812289386008
PC-2023-100025,2023-03-07,2023-03-07T03:00:00Z,2023-03-07T08:00:00Z,2023-03-07T14:00:00Z,ALC01,ParcelCraft Alcobendas Hub,Alcobendas,Centro,Urban Hub,CUST-248,Client_248,Enterprise,B2B,SAM,SAM,Same Day,Critical,12,True,43002,Tarragona,Este,ALC01_Este,Van,7.4,5-10 kg,15.37,1.23,16.6,Delivered,1.0,SAP_S4,Snowflake,900025,SF_BATCH_PRO,2026-06-25T17:43:51.162378Z,Este,40.35815095844349,-3.7428754356165848
PC-2023-100026,2023-06-02,2023-06-02T11:00:00Z,2023-06-04T05:00:00Z,2023-06-06T00:00:00Z,GET02,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-276,Client_276,SMB,B2C,ECO,ECO,Economy,Low,72,False,8013,Barcelona,Este,GET02_Este,Van,8.4,5-10 kg,13.97,1.12,15.09,Delivered,1.0,SAP_S4,Snowflake,900026,SF_BATCH_PRO,2026-06-25T17:43:51.162396Z,Este,41.400859601346895,2.2129858049070283
PC-2023-100027,2023-06-07,2023-06-07T09:00:00Z,2023-06-08T06:00:00Z,2023-06-09T04:00:00Z,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-153,Client_153,SMB,B2B,STD,STD,Standard,Normal,48,False,41013,Sevilla,Sur,BAR01_Sur,Van,20.8,10+ kg,14.52,1.16,15.68,Delivered,2.0,SAP_S4,Snowflake,900027,SF_BATCH_PRO,2026-06-25T17:43:51.162412Z,Sur,37.37022662713939,-5.989940419617628
PC-2023-100028,2023-03-25,2023-03-25T17:00:00Z,2023-03-27T12:00:00Z,2023-03-29T07:00:00Z,TAR01,ParcelCraft Tarragona Hub,Tarragona,Este,Urban Hub,CUST-291,Client_291,Enterprise,B2C,ECO,ECO,Economy,Low,72,False,26002,Logroño,Noreste,TAR01_Noreste,Van,17.4,10+ kg,13.15,1.05,14.2,Delivered,1.0,SAP_S4,Snowflake,900028,SF_BATCH_PRO,2026-06-25T17:43:51.162429Z,Noreste,40.421561534429735,-3.741969464415945
PC-2023-100029,2023-04-05,2023-04-05T21:00:00Z,2023-04-06T10:00:00Z,2023-04-07T00:00:00Z,ALC01,ParcelCraft Alcobendas Hub,Alcobendas,Centro,Urban Hub,CUST-269,Client_269,SMB,B2B,EXP,EXP,Express,High,24,True,39006,Santander,Norte,ALC01_Norte,Van,8.6,5-10 kg,9.32,0.75,10.07,Delivered,3.0,SAP_S4,Snowflake,900029,SF_BATCH_PRO,2026-06-25T17:43:51.162445Z,Norte,40.39058118074007,-3.717066200759748
PC-2023-100554,2023-05-26,2023-05-26T13:00:00Z,2023-05-26T22:00:00Z,,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-223,Client_223,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,28031,Madrid,Centro,BAR01_Centro,Van,7.9,,14.83,1.19,16.02,Exception,2.0,SAP_S4,Snowflake,900030,SF_BATCH_PRO,2026-06-25T17:43:51.162460Z,Centro,40.41323031989436,-3.671180087793701
PC-2023-100031,2023-06-12,2023-06-12T15:00:00Z,2023-06-12T20:00:00Z,2023-06-13T02:00:00Z,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-258,Client_258,Enterprise,B2C,SAM,SAM,Same Day,Critical,12,False,41007,Sevilla,Sur,BAR01_Sur,Van,12.3,10+ kg,11.74,0.94,12.68,Delivered,1.0,SAP_S4,Snowflake,900031,SF_BATCH_PRO,2026-06-25T17:43:51.162476Z,Sur,37.38637629709583,-6.024992390969693
PC-2023-100032,2023-04-13,2023-04-13T20:00:00Z,2023-04-14T05:00:00Z,,VAL01,ParcelCraft Valencia Hub,Valencia,Este,Urban Hub,CUST-269,Client_269,SMB,B2B,EXP,EXP,Express,High,24,False,22009,Huesca,Noreste,VAL01_Noreste,Van,11.0,10+ kg,11.18,0.89,12.07,Returned,2.0,SAP_S4,Snowflake,900032,SF_BATCH_PRO,2026-06-25T17:43:51.162491Z,Noreste,40.36085228299603,-3.675437443594662
PC-2023-100033,2023-03-24,2023-03-24T10:00:00Z,2023-03-25T10:00:00Z,2023-03-26T10:00:00Z,GET02,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-162,Client_162,SMB,B2B,STD,STD,Standard,Normal,48,False,8031,Barcelona,Este,GET02_Este,Van,3.6,1-5 kg,13.34,1.07,14.41,Delivered,,SAP_S4,Snowflake,900033,SF_BATCH_PRO,2026-06-25T17:43:51.162508Z,Este,41.35941108010514,2.128818957667671
PC-2023-100034,2023-03-04,2023-03-04T09:00:00Z,2023-03-05T00:00:00Z,,CAS01,ParcelCraft Castellón Hub,Castellón,Este,Urban Hub,CUST-220,Client_220,Enterprise,B2C,EXP,EXP,Express,High,24,False,12020,Castellón,Este,CAS01_Este,Van,5.2,5-10 kg,9.9,0.79,10.69,Exception,,SAP_S4,Snowflake,900034,SF_BATCH_PRO,2026-06-25T17:43:51.162523Z,Este,40.37509595241909,-3.735721420517733
PC-2023-100035,2023-01-05,2023-01-05T04:00:00Z,2023-01-05T20:00:00Z,2023-01-06T13:00:00Z,MÁL03,ParcelCraft Málaga Hub,Málaga,Sur,Urban Hub,CUST-217,Client_217,Enterprise,B2B,EXP,EXP,Express,High,24,False,48020,Bilbao,Norte,MÁL03_Norte,Van,18.5,10+ kg,12.72,1.02,13.74,Delivered,,SAP_S4,Snowflake,900035,SF_BATCH_PRO,2026-06-25T17:43:51.162541Z,Norte,43.21840907267048,-2.892970695054688
PC-2023-100036,2023-02-08,2023-02-08T12:00:00Z,2023-02-09T01:00:00Z,2023-02-09T14:00:00Z,GET01,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-265,Client_265,SMB,B2C,EXP,EXP,Express,High,24,False,28916,Leganés,Centro,GET01_Centro,Van,15.9,10+ kg,7.35,0.59,7.94,Delivered,2.0,SAP_S4,Snowflake,900036,SF_BATCH_PRO,2026-06-25T17:43:51.162579Z,Centro,40.44029856711235,-3.7090640422475416
PC-2023-100037,2023-04-13,2023-04-13T00:00:00Z,2023-04-13T22:00:00Z,,VAL01,ParcelCraft Valencia Hub,Valencia,Este,Urban Hub,CUST-129,Client_129,Enterprise,B2B,STD,STD,Standard,Normal,48,False,29015,Málaga,Sur,VAL01_Sur,Van,21.5,10+ kg,14.82,1.19,16.01,Delivered,2.0,SAP_S4,Snowflake,900037,SF_BATCH_PRO,2026-06-25T17:43:51.162596Z,Sur,40.352667888388346,-3.749024082437422
PC-2023-100038,2023-03-23,2023-03-23T16:00:00Z,2023-03-24T16:00:00Z,2023-03-25T16:00:00Z,CAS01,ParcelCraft Castellón Hub,Castellón,Este,Urban Hub,CUST-153,Client_153,SMB,B2B,EXP,EXP,Express,High,24,False,22009,Huesca,Noreste,CAS01_Noreste,Van,24.4,10+ kg,13.45,1.08,14.53,Delivered,1.0,SAP_S4,Snowflake,900038,SF_BATCH_PRO,2026-06-25T17:43:51.162612Z,Noreste,40.42824920566583,-3.6527448061991903
PC-2023-100039,2023-02-06,2023-02-06T10:00:00Z,2023-02-07T07:00:00Z,,CÓR01,ParcelCraft Córdoba Hub,Córdoba,Sur,Urban Hub,CUST-269,Client_269,SMB,B2B,STD,STD,Standard,Normal,48,False,14019,Córdoba,Sur,CÓR01_Sur,Van,1.0,1-5 kg,7.06,0.56,7.62,Delivered,3.0,SAP_S4,Snowflake,900039,SF_BATCH_PRO,2026-06-25T17:43:51.162629Z,Sur,40.444342866611606,-3.748965796771516
PC-2023-100040,2023-04-13,2023-04-13T16:00:00Z,2023-04-15T16:00:00Z,,TAR01,ParcelCraft Tarragona Hub,Tarragona,Este,Urban Hub,CUST-111,Client_111,Enterprise,B2C,ECO,ECO,Economy,Low,72,False,8042,Barcelona,Este,TAR01_Este,Van,18.5,,9.15,0.73,9.88,In Transit,1.0,SAP_S4,Snowflake,900040,SF_BATCH_PRO,2026-06-25T17:43:51.162645Z,Este,41.415720022158354,2.2169553136219293
PC-2023-100041,2023-01-18,2023-01-18T06:00:00Z,2023-01-21T04:00:00Z,2023-01-24T02:00:00Z,CÓR01,ParcelCraft Córdoba Hub,Córdoba,Sur,Urban Hub,CUST-230,Client_230,Enterprise,B2C,ECO,ECO,Economy,Low,72,False,39007,Santander,Norte,CÓR01_Norte,Van,21.9,10+ kg,14.85,1.19,16.04,Delivered,1.0,SAP_S4,Snowflake,900041,SF_BATCH_PRO,2026-06-25T17:43:51.162662Z,Norte,40.35038058571536,-3.6785587765511423
PC-2023-100042,2023-01-14,2023-01-14T00:00:00Z,2023-01-15T17:00:00Z,2023-01-17T11:00:00Z,BIL01,ParcelCraft Bilbao Hub,Bilbao,Norte,Urban Hub,CUST-146,Client_146,Enterprise,B2B,ECO,ECO,Economy,Low,72,False,28901,Getafe,Centro,BIL01_Centro,Van,13.7,10+ kg,9.6,0.77,10.37,Delivered,1.0,SAP_S4,Snowflake,900042,SF_BATCH_PRO,2026-06-25T17:43:51.162678Z,Centro,40.37413829081945,-3.662891245789248
PC-2023-100043,2023-01-07,2023-01-07T18:00:00Z,2023-01-08T18:00:00Z,,GET01,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-109,Client_109,Enterprise,B2B,STD,STD,Standard,Normal,48,False,33016,Oviedo,Norte,GET01_Norte,Van,11.3,10+ kg,12.73,1.02,13.75,Exception,1.0,SAP_S4,Snowflake,900043,SF_BATCH_PRO,2026-06-25T17:43:51.162693Z,Norte,40.44889675842749,-3.7334411085604655
PC-2023-100044,2023-05-13,2023-05-13T04:00:00Z,2023-05-13T18:00:00Z,2023-05-14T09:00:00Z,ZAR01,ParcelCraft Zaragoza Hub,Zaragoza,Noreste,Urban Hub,CUST-143,Client_143,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46020,Valencia,Este,ZAR01_Este,Van,20.6,10+ kg,14.37,1.15,15.52,Delivered,1.0,SAP_S4,Snowflake,900044,SF_BATCH_PRO,2026-06-25T17:43:51.162709Z,Este,39.49114991088664,-0.3689722475950362
PC-2023-100045,2023-05-20,2023-05-20T22:00:00Z,2023-05-22T08:00:00Z,,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-220,Client_220,Enterprise,B2C,STD,STD,Standard,Normal,48,False,29006,Málaga,Sur,BAR01_Sur,Van,4.4,,12.3,0.98,13.28,Returned,2.0,SAP_S4,Snowflake,900045,SF_BATCH_PRO,2026-06-25T17:43:51.162725Z,Sur,40.401012022819,-3.6581303184007066
PC-2023-100046,2023-03-24,2023-03-24T04:00:00Z,2023-03-24T11:00:00Z,2023-03-24T18:00:00Z,CÓR01,ParcelCraft Córdoba Hub,Córdoba,Sur,Urban Hub,CUST-172,Client_172,Enterprise,B2B,SAM,SAM,Same Day,Critical,12,False,48005,Bilbao,Norte,CÓR01_Norte,Van,11.4,10+ kg,14.45,1.16,15.61,Delivered,1.0,SAP_S4,Snowflake,900046,SF_BATCH_PRO,2026-06-25T17:43:51.162741Z,Norte,43.219170754402064,-2.9267446652828406
PC-2023-100047,2023-01-08,2023-01-08T21:00:00Z,2023-01-10T08:00:00Z,2023-01-11T19:00:00Z,ALC03,ParcelCraft Alcobendas Hub,Alcobendas,Centro,Urban Hub,CUST-266,Client_266,SMB,B2C,ECO,ECO,Economy,Low,72,False,28911,Leganés,Centro,ALC03_Centro,Van,8.7,5-10 kg,9.27,0.74,10.01,Delivered,1.0,SAP_S4,Snowflake,900047,SF_BATCH_PRO,2026-06-25T17:43:51.162757Z,Centro,40.37488726161813,-3.7033104188597945
PC-2023-100048,2023-05-21,2023-05-21T18:00:00Z,2023-05-22T04:00:00Z,2023-05-22T15:00:00Z,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-229,Client_229,SMB,B2B,EXP,EXP,Express,High,24,False,14018,Córdoba,Sur,BAR01_Sur,Van,17.8,10+ kg,14.37,1.15,15.52,Delivered,1.0,SAP_S4,Snowflake,900048,SF_BATCH_PRO,2026-06-25T17:43:51.162775Z,Sur,40.39343932864136,-3.6899196198945408
PC-2023-100049,2023-06-05,2023-06-05T11:00:00Z,2023-06-06T06:00:00Z,,TAR01,ParcelCraft Tarragona Hub,Tarragona,Este,Urban Hub,CUST-134,Client_134,Enterprise,B2B,EXP,EXP,Express,High,24,False,14018,Córdoba,Sur,TAR01_Sur,Van,6.0,5-10 kg,12.5,1.0,13.5,Delivered,2.0,SAP_S4,Snowflake,900049,SF_BATCH_PRO,2026-06-25T17:43:51.162793Z,Sur,40.411517518855455,-3.738022266522894
PC-2023-100050,2023-03-16,2023-03-16T20:00:00Z,2023-03-17T03:00:00Z,2023-03-17T10:00:00Z,MÓS03,ParcelCraft Móstoles Hub,Móstoles,Centro,Urban Hub,CUST-178,Client_178,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,46020,Valencia,Este,MÓS03_Este,Van,22.0,10+ kg,14.93,1.19,16.12,Delivered,2.0,SAP_S4,Snowflake,900050,SF_BATCH_PRO,2026-06-25T17:43:51.162809Z,Este,39.44260805373016,-0.3848372716318439
