SHIPMENT_ID,SHIPMENT_DATE,ORDER_CREATED_TS_UTC,LAST_EVENT_TS_UTC,DELIVERED_TS_UTC,OFFICE_CODE,OFFICE_NAME,CITY,REGION,HUB_TYPE,CUSTOMER_CODE,CUSTOMER_NAME,CUSTOMER_SEGMENT,CUSTOMER_TYPE,PREFERRED_SERVICE_CODE,SERVICE_CODE,SERVICE_NAME,PRIORITY_LEVEL,SLA_HOURS,TEMPERATURE_CONTROL_FLAG,DEST_POSTAL_CODE,DEST_CITY,DEST_REGION,ROUTE_CODE,CARRIER_MODE,WEIGHT_KG,WEIGHT_BAND_RAW,BASE_PRICE_EUR,FUEL_SURCHARGE_EUR,TOTAL_PRICE_EUR,DELIVERY_STATUS,ATTEMPT_COUNT,SOURCE_SYSTEM,SOURCE_PLATFORM,SAP_DOCUMENT_NO,SNOWFLAKE_BATCH_ID,EXTRACT_TS_UTC
PC-2023-000239,2023-01-02,2023-01-02T13:10:00Z,2023-01-03T21:10:00Z,2023-01-06T04:10:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,ECO,Economy,Low,72,False,28846,Alcalá de Henares,Centro,R-MAD02-01,Van,1.7,1-5 kg,7.16,0.59,7.75,Delivered,1.0,ParcelOps,Snowflake,8225300240,SF_BATCH_20230105,2023-02-04T13:50:00Z
PC-2023-000048,2023-01-02,2023-01-02T13:50:00Z,2023-01-02T23:50:00Z,2023-01-03T13:50:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28709,Getafe,Centro,R-MAD02-01,Van,6.5,5-10 kg,14.44,1.17,15.61,Delivered,2.0,SAP_ECC,Snowflake,8225300049,SF_BATCH_20230105,2023-01-16T14:10:00Z
PC-2023-000138,2023-01-02,2023-01-02T14:05:00Z,2023-01-04T04:05:00Z,2023-01-04T22:05:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,41249,Jerez de la Frontera,Sur,R-SEV01-02,Van,10.5,10+ kg,10.6,0.79,11.39,Delivered,1.0,SAP_S4,Snowflake,8225300139,SF_BATCH_20230105,2023-01-16T14:44:00Z
PC-2023-000075,2023-01-02,2023-01-02T14:15:00Z,2023-01-03T18:15:00Z,2023-01-04T04:15:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,46658,Tarragona,Este,R-BCN01-02,Van,5.3,5-10 kg,8.9,0.73,9.63,Delivered,1.0,SAP_ECC,Snowflake,8225300076,SF_BATCH_20230105,2023-01-17T14:18:00Z
PC-2023-000135,2023-01-02,2023-01-02T14:45:00Z,2023-01-03T04:45:00Z,2023-01-03T19:45:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28415,Fuenlabrada,Centro,R-MAD02-01,Van,9.5,5-10 kg,12.91,0.86,13.77,Delivered,1.0,SAP_S4,Snowflake,8225300136,SF_BATCH_20230105,2023-02-02T15:14:00Z
PC-2023-000185,2023-01-02,2023-01-02T14:50:00Z,2023-01-04T01:50:00Z,2023-01-04T03:50:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46103,Hospitalet de Llobregat,Este,R-VAL02-01,Van,4.9,1-5 kg,8.31,0.62,8.93,Delivered,1.0,SAP_ECC,Snowflake,8225300186,SF_BATCH_20230105,2023-01-12T15:23:00Z
PC-2023-000404,2023-01-02,2023-01-02T15:25:00Z,2023-01-04T05:25:00Z,2023-01-04T22:25:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,28786,Madrid,Centro,R-MAD01-02,Van,1.5,1-5 kg,9.03,0.7,9.73,Delivered,2.0,SAP_ECC,Snowflake,8225300405,SF_BATCH_20230105,2023-02-07T15:36:00Z
PC-2023-000264,2023-01-02,2023-01-02T17:45:00Z,2023-01-03T22:45:00Z,2023-01-05T05:45:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46041,Badalona,Este,R-BCN01-02,Van,4.6,1-5 kg,7.85,0.54,8.39,Delivered,1.0,SAP_S4,Snowflake,8225300265,SF_BATCH_20230105,2023-02-03T18:21:00Z
PC-2023-000170,2023-01-02,2023-01-02T18:50:00Z,2023-01-03T05:50:00Z,2023-01-03T12:50:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,46894,Badalona,Este,R-BCN01-02,Van,2.6,1-5 kg,12.69,0.98,13.67,Delivered,2.0,SAP_S4,Snowflake,8225300171,SF_BATCH_20230105,2023-01-15T18:53:00Z
PC-2023-000107,2023-01-03,2023-01-03T07:50:00Z,2023-01-04T20:50:00Z,2023-01-04T22:50:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46706,Sabadell,Este,R-BCN01-02,Van,5.2,5-10 kg,10.19,0.75,10.94,Delivered,1.0,SAP_S4,Snowflake,8225300108,SF_BATCH_20230105,2023-02-03T07:57:00Z
PC-2023-000357,2023-01-03,2023-01-03T07:50:00Z,2023-01-04T00:50:00Z,2023-01-04T02:50:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,46258,Tarragona,Este,R-BCN01-02,Van,6.7,5-10 kg,14.34,1.13,15.47,Delivered,1.0,SAP_S4,Snowflake,8225300358,SF_BATCH_20230105,2023-01-27T07:52:00Z
PC-2023-000229,2023-01-03,2023-01-03T08:05:00Z,2023-01-03T17:05:00Z,2023-01-03T21:05:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,SAM,Same Day,Critical,12,False,28272,Getafe,Centro,R-MAD01-02,Van,2.8,1-5 kg,15.17,1.1,16.27,Delivered,1.0,ParcelOps,Snowflake,8225300230,SF_BATCH_20230105,2023-02-09T08:27:00Z
PC-2023-000426,2023-01-03,2023-01-03T11:30:00Z,2023-01-03T23:30:00Z,2023-01-04T06:30:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,28161,Leganés,Centro,R-MAD01-02,Van,0.4,0-1 kg,11.71,0.85,12.56,Delivered,2.0,SAP_S4,Snowflake,8225300427,SF_BATCH_20230105,2023-01-27T12:01:00Z
PC-2023-000201,2023-01-03,2023-01-03T11:40:00Z,2023-01-04T08:40:00Z,2023-01-04T22:40:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,28125,Fuenlabrada,Centro,R-MAD02-01,Van,5.2,5-10 kg,9.19,0.6,9.79,Delivered,1.0,SAP_S4,Snowflake,8225300202,SF_BATCH_20230105,2023-02-10T12:37:00Z
PC-2023-000133,2023-01-03,2023-01-03T12:40:00Z,2023-01-04T16:40:00Z,2023-01-05T03:40:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,28966,Leganés,Centro,R-MAD01-02,Van,3.1,1-5 kg,8.82,0.58,9.4,Delivered,1.0,ParcelOps,Snowflake,8225300134,SF_BATCH_20230105,2023-01-31T12:51:00Z
PC-2023-000287,2023-01-03,2023-01-03T13:20:00Z,2023-01-05T01:20:00Z,2023-01-05T05:20:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46378,Badalona,Este,R-BCN01-02,Van,5.3,5-10 kg,8.66,0.64,9.3,Delivered,1.0,SAP_S4,Snowflake,8225300288,SF_BATCH_20230105,2023-01-11T13:23:00Z
PC-2023-000312,2023-01-03,2023-01-03T13:25:00Z,2023-01-05T03:25:00Z,2023-01-05T09:25:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,28037,Getafe,Centro,R-MAD01-02,Van,4.8,1-5 kg,8.44,0.6,9.04,Delivered,1.0,SAP_ECC,Snowflake,8225300313,SF_BATCH_20230105,2023-01-28T13:45:00Z
PC-2023-000027,2023-01-03,2023-01-03T13:45:00Z,2023-01-04T18:45:00Z,2023-01-05T12:45:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,41557,Cádiz,Sur,R-SEV01-02,Van,7.1,5-10 kg,8.69,0.61,9.3,Delivered,1.0,SAP_S4,Snowflake,8225300028,SF_BATCH_20230105,2023-01-11T14:13:00Z
PC-2023-000117,2023-01-03,2023-01-03T14:35:00Z,2023-01-05T04:35:00Z,2023-01-05T14:35:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,28200,Alcalá de Henares,Centro,R-MAD01-02,Van,1.0,0-1 kg,7.93,0.53,8.46,Delivered,1.0,SAP_S4,Snowflake,8225300118,SF_BATCH_20230105,2023-01-23T15:24:00Z
PC-2023-000057,2023-01-03,2023-01-03T14:40:00Z,2023-01-04T03:40:00Z,2023-01-04T16:40:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28469,Getafe,Centro,R-MAD01-02,Van,2.6,1-5 kg,11.62,0.76,12.38,Delivered,2.0,ParcelOps,Snowflake,8225300058,SF_BATCH_20230105,2023-02-09T15:12:00Z
PC-2023-000243,2023-01-03,2023-01-03T15:50:00Z,2023-01-04T16:50:00Z,2023-01-05T13:50:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,41996,Córdoba,Sur,R-SEV01-02,Van,8.1,5-10 kg,9.5,0.7,10.2,Delivered,1.0,SAP_S4,Snowflake,8225300244,SF_BATCH_20230105,2023-01-30T16:08:00Z
PC-2023-000162,2023-01-04,2023-01-04T09:00:00Z,2023-01-05T00:00:00Z,2023-01-05T03:00:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28585,Móstoles,Centro,R-MAD01-02,Van,4.5,1-5 kg,12.53,0.86,13.39,Delivered,2.0,SAP_S4,Snowflake,8225300163,SF_BATCH_20230105,2023-02-10T09:09:00Z
PC-2023-000002,2023-01-04,2023-01-04T09:25:00Z,2023-01-05T17:25:00Z,2023-01-06T01:25:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,28782,Coslada,Centro,R-MAD01-02,Van,7.0,5-10 kg,9.82,0.66,10.48,Delivered,2.0,SAP_S4,Snowflake,8225300003,SF_BATCH_20230105,2023-02-05T10:18:00Z
PC-2023-000225,2023-01-04,2023-01-04T09:45:00Z,2023-01-05T02:45:00Z,2023-01-05T10:45:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,46591,Hospitalet de Llobregat,Este,R-VAL02-01,Van,6.5,5-10 kg,14.38,1.1,15.48,Delivered,2.0,SAP_S4,Snowflake,8225300226,SF_BATCH_20230105,2023-02-14T10:42:00Z
PC-2023-000196,2023-01-04,2023-01-04T10:40:00Z,2023-01-05T21:40:00Z,2023-01-06T15:40:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,28621,Alcorcón,Centro,R-MAD01-02,Van,4.9,1-5 kg,8.35,0.58,8.93,Delivered,1.0,SAP_S4,Snowflake,8225300197,SF_BATCH_20230105,2023-01-13T11:08:00Z
PC-2023-000338,2023-01-04,2023-01-04T11:20:00Z,2023-01-05T05:20:00Z,2023-01-05T17:20:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,46002,Barcelona,Este,R-VAL02-01,Van,18.0,10+ kg,14.06,1.08,15.14,Delivered,1.0,SAP_ECC,Snowflake,8225300339,SF_BATCH_20230105,2023-02-09T11:32:00Z
PC-2023-000223,2023-01-04,2023-01-04T12:30:00Z,2023-01-05T01:30:00Z,2023-01-05T05:30:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,46021,Badalona,Este,R-BCN01-02,Van,4.5,1-5 kg,11.48,0.84,12.32,Delivered,2.0,SAP_ECC,Snowflake,8225300224,SF_BATCH_20230105,2023-01-25T13:19:00Z
PC-2023-000501,2023-01-04,2023-01-04T12:50:00Z,2023-01-06T01:50:00Z,2023-01-06T22:50:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46514,Tarragona,Este,R-BCN01-02,Van,7.6,5-10 kg,9.56,0.74,10.3,Delivered,1.0,SAP_ECC,Snowflake,8225300502,SF_BATCH_20230105,2023-02-01T13:16:00Z
PC-2023-000010,2023-01-04,2023-01-04T13:10:00Z,2023-01-05T17:10:00Z,2023-01-06T11:10:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,28705,Alcalá de Henares,Centro,R-MAD01-02,Van,10.6,10+ kg,11.23,0.83,12.06,Delivered,1.0,ParcelOps,Snowflake,8225300011,SF_BATCH_20230105,2023-02-11T13:32:00Z
PC-2023-000460,2023-01-04,2023-01-04T13:20:00Z,2023-01-05T18:20:00Z,2023-01-07T00:20:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,41518,Dos Hermanas,Sur,R-SEV01-02,Van,3.2,1-5 kg,9.06,0.67,9.73,Delivered,1.0,SAP_S4,Snowflake,8225300461,SF_BATCH_20230105,2023-01-19T13:26:00Z
PC-2023-000322,2023-01-04,2023-01-04T14:00:00Z,2023-01-05T02:00:00Z,2023-01-05T17:00:00Z,ZAR01,ParcelCraft Zaragoza Plataforma,Zaragoza,Noreste,National Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,50192,Zaragoza,Noreste,R-ZAR01-01,Linehaul,17.6,10+ kg,13.81,0.93,14.74,Delivered,1.0,SAP_S4,Snowflake,8225300323,SF_BATCH_20230105,2023-01-14T14:07:00Z
PC-2023-000141,2023-01-04,2023-01-04T14:25:00Z,2023-01-05T11:25:00Z,2023-01-06T11:25:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,46929,Castellón,Este,R-BCN01-02,Van,6.9,5-10 kg,9.22,0.75,9.97,Delivered,1.0,SAP_S4,Snowflake,8225300142,SF_BATCH_20230105,2023-01-26T14:46:00Z
PC-2023-000164,2023-01-04,2023-01-04T15:15:00Z,2023-01-05T23:15:00Z,2023-01-06T07:15:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46468,Valencia,Este,R-BCN01-02,Van,2.8,1-5 kg,8.86,0.61,9.47,Delivered,2.0,SAP_S4,Snowflake,8225300165,SF_BATCH_20230105,2023-02-15T15:28:00Z
